gender,job,industry,age,total_spending,average_spending,number_of_transaction
0,2,8,27,180000,180000.0,1
0,2,2,25,90000,90000.0,1
0,2,8,25,90000,90000.0,1
1,2,2,25,495000,123750.0,4
1,2,5,25,90000,90000.0,1
1,1,7,28,90000,90000.0,1
0,3,0,24,135000,135000.0,1
1,1,2,29,180000,90000.0,2
1,2,9,25,270000,90000.0,2
1,3,0,23,90000,90000.0,1
0,2,1,26,180000,90000.0,2
1,3,0,22,90000,90000.0,1
1,2,2,25,90000,90000.0,1
0,2,9,27,90000,90000.0,1
1,2,7,25,90000,90000.0,1
0,4,7,30,180000,180000.0,1
1,4,8,30,90000,90000.0,1
0,2,6,25,90000,90000.0,1
0,2,5,25,90000,90000.0,1
0,2,3,25,180000,90000.0,1
1,2,2,27,90000,90000.0,1
1,1,6,31,315000,78750.0,4
0,3,0,23,450000,90000.0,5
0,1,6,34,180000,90000.0,1
0,3,0,22,135000,135000.0,1
1,3,0,24,135000,135000.0,1
0,0,3,31,225000,112500.0,2
0,1,6,30,90000,90000.0,1
0,0,8,28,90000,90000.0,1
0,0,2,30,90000,90000.0,1
1,3,0,21,450000,450000.0,1
0,1,8,32,90000,90000.0,1
0,2,6,25,90000,90000.0,1
1,4,7,30,180000,90000.0,1
0,2,5,27,405000,135000.0,3
0,1,9,30,90000,90000.0,1
0,4,1,33,225000,75000.0,3
0,1,8,31,180000,90000.0,2
0,0,7,35,90000,90000.0,1
1,2,6,25,90000,90000.0,1
1,2,3,26,270000,90000.0,3
1,4,4,29,180000,90000.0,2
1,2,2,25,360000,90000.0,4
1,2,3,25,90000,90000.0,1
0,2,8,26,90000,90000.0,1
0,0,1,31,540000,180000.0,3
1,4,8,32,180000,90000.0,2
1,4,4,29,90000,90000.0,1
0,0,4,36,180000,90000.0,2
0,3,0,23,90000,90000.0,1
1,1,5,29,90000,90000.0,1
1,2,4,26,540000,540000.0,1
1,4,2,29,270000,90000.0,3
1,1,9,30,90000,90000.0,1
1,3,0,23,270000,270000.0,1
0,4,3,35,45000,45000.0,1
1,0,9,33,90000,90000.0,1
1,3,0,22,1170000,167142.85714285713,6
1,2,2,26,180000,90000.0,2
0,4,7,33,135000,67500.0,1
0,4,6,31,180000,90000.0,2
0,0,3,30,45000,45000.0,1
0,4,4,31,315000,105000.0,2
1,1,6,29,180000,90000.0,1
0,3,0,22,45000,45000.0,1
0,1,8,29,90000,90000.0,1
1,2,7,25,180000,90000.0,2
0,2,5,27,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,2,6,26,765000,127500.0,6
1,3,0,22,675000,135000.0,3
1,1,2,33,90000,90000.0,1
1,0,3,29,90000,90000.0,1
1,4,6,29,90000,90000.0,1
1,4,9,28,360000,90000.0,3
0,4,6,34,90000,90000.0,1
0,4,8,32,180000,90000.0,2
0,3,0,24,90000,90000.0,1
1,4,4,45,225000,112500.0,2
1,4,3,30,90000,90000.0,1
1,2,2,25,90000,90000.0,1
0,3,0,22,315000,105000.0,2
0,3,0,22,45000,45000.0,1
1,0,1,33,450000,90000.0,5
1,3,0,20,180000,90000.0,2
0,3,0,23,360000,120000.0,2
0,1,4,30,135000,135000.0,1
1,1,3,28,90000,90000.0,1
0,2,4,26,180000,90000.0,2
1,2,4,25,90000,90000.0,1
0,4,4,30,90000,90000.0,1
0,4,5,29,405000,101250.0,2
1,1,2,29,90000,90000.0,1
0,0,4,28,225000,75000.0,3
1,2,9,25,90000,90000.0,1
1,4,8,35,90000,90000.0,1
1,1,2,30,90000,90000.0,1
1,2,8,27,270000,90000.0,1
1,3,0,22,135000,135000.0,1
1,0,2,29,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,1,6,28,225000,225000.0,1
1,1,8,31,90000,90000.0,1
0,3,0,23,180000,90000.0,2
1,0,6,30,90000,90000.0,1
0,4,2,29,360000,90000.0,4
0,1,6,33,180000,90000.0,2
1,0,3,30,90000,90000.0,1
1,2,8,25,360000,90000.0,4
0,4,9,34,270000,270000.0,1
0,3,0,22,180000,90000.0,2
0,3,0,22,90000,90000.0,1
0,4,8,32,90000,90000.0,1
1,2,6,27,180000,90000.0,2
0,2,3,27,90000,90000.0,1
1,1,8,30,90000,90000.0,1
0,2,2,25,270000,90000.0,2
1,3,0,24,90000,90000.0,1
0,4,2,29,135000,135000.0,1
0,0,7,39,1750000,175000.0,7
0,3,0,23,405000,202500.0,2
0,2,9,27,225000,112500.0,2
0,3,0,23,270000,135000.0,2
0,1,3,30,90000,90000.0,1
1,1,7,28,90000,90000.0,1
1,2,6,25,90000,90000.0,1
0,2,5,25,135000,135000.0,1
0,2,8,25,90000,90000.0,1
0,4,7,31,90000,90000.0,1
0,3,0,19,1935000,241875.0,7
1,3,0,23,315000,105000.0,2
1,4,9,44,90000,90000.0,1
1,3,0,23,585000,195000.0,1
0,4,1,38,180000,90000.0,2
1,1,8,30,135000,135000.0,1
1,0,6,28,90000,90000.0,1
1,0,4,31,135000,135000.0,1
0,1,1,33,630000,105000.0,6
1,0,3,33,180000,90000.0,1
0,2,8,27,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,2,1,25,90000,90000.0,1
1,0,8,45,135000,135000.0,1
1,3,0,23,360000,360000.0,1
1,2,4,27,90000,90000.0,1
1,1,6,30,135000,135000.0,1
1,3,0,22,180000,90000.0,2
1,4,1,30,90000,90000.0,1
1,2,9,27,90000,90000.0,1
1,1,4,29,315000,157500.0,2
1,0,5,34,585000,146250.0,2
0,2,3,27,180000,180000.0,1
0,1,3,30,90000,90000.0,1
0,0,5,34,90000,90000.0,1
0,1,1,28,90000,90000.0,1
1,2,6,26,180000,180000.0,1
1,2,5,26,225000,112500.0,2
0,0,1,34,90000,90000.0,1
0,0,5,38,405000,405000.0,1
0,2,7,25,225000,75000.0,2
1,2,1,25,225000,225000.0,1
0,1,6,31,90000,90000.0,1
0,3,0,22,135000,135000.0,1
0,2,1,27,90000,90000.0,1
1,2,1,25,90000,90000.0,1
1,0,3,32,90000,90000.0,1
0,4,4,40,90000,90000.0,1
0,2,6,27,180000,180000.0,1
1,1,6,31,270000,90000.0,2
0,3,0,23,90000,90000.0,1
1,4,9,33,90000,90000.0,1
1,3,0,23,180000,180000.0,1
0,1,8,29,270000,90000.0,3
1,3,0,22,90000,90000.0,1
0,4,3,30,90000,90000.0,1
0,0,8,29,90000,90000.0,1
0,0,2,30,270000,90000.0,3
1,2,7,25,90000,90000.0,1
0,3,0,24,180000,90000.0,2
1,2,1,25,360000,120000.0,3
1,2,5,25,405000,81000.0,4
1,3,0,7,135000,135000.0,1
1,2,7,25,90000,90000.0,1
1,0,7,29,135000,67500.0,1
1,2,2,26,90000,90000.0,1
1,1,4,29,90000,90000.0,1
0,2,8,25,135000,135000.0,1
1,0,3,29,45000,45000.0,1
0,2,3,25,225000,75000.0,2
0,2,4,25,135000,67500.0,1
0,1,5,29,90000,90000.0,1
0,1,5,41,90000,90000.0,1
1,0,7,37,180000,90000.0,2
0,1,2,34,90000,90000.0,1
0,0,4,28,90000,90000.0,1
0,0,6,29,270000,90000.0,3
0,4,1,36,585000,146250.0,4
0,2,2,25,90000,90000.0,1
0,2,8,25,180000,180000.0,1
0,3,0,22,585000,195000.0,3
0,0,5,31,180000,90000.0,2
0,1,6,29,90000,90000.0,1
1,4,6,33,450000,90000.0,5
1,0,4,28,90000,90000.0,1
0,4,6,29,270000,90000.0,2
0,2,1,27,90000,90000.0,1
0,0,2,32,90000,90000.0,1
0,2,2,25,45000,45000.0,1
0,2,2,26,90000,90000.0,1
1,0,7,46,90000,90000.0,1
0,1,5,31,90000,90000.0,1
1,3,0,21,90000,90000.0,1
0,3,0,23,480000,120000.0,3
0,4,3,34,90000,90000.0,1
0,0,9,34,90000,90000.0,1
0,2,7,26,585000,97500.0,5
1,2,9,26,90000,90000.0,1
1,1,4,38,90000,90000.0,1
0,4,7,34,90000,90000.0,1
0,2,3,26,90000,90000.0,1
0,0,1,29,270000,90000.0,3
1,2,4,27,90000,90000.0,1
0,4,8,31,225000,112500.0,2
0,0,9,29,90000,90000.0,1
1,2,9,26,135000,135000.0,1
1,4,7,28,270000,135000.0,2
0,3,0,7,90000,90000.0,1
1,2,6,26,270000,135000.0,1
0,1,4,31,90000,90000.0,1
1,3,0,21,90000,90000.0,1
0,3,0,22,180000,90000.0,2
1,2,2,25,90000,90000.0,1
0,0,2,29,270000,135000.0,2
1,2,3,25,135000,135000.0,1
1,4,8,30,180000,90000.0,1
0,4,4,29,180000,90000.0,2
0,2,4,25,90000,90000.0,1
1,2,1,26,90000,90000.0,1
1,2,4,26,135000,135000.0,1
1,1,1,32,180000,90000.0,2
0,2,6,25,135000,135000.0,1
0,2,2,25,180000,90000.0,2
0,0,6,34,90000,90000.0,1
0,0,8,41,90000,90000.0,1
0,2,4,27,90000,90000.0,1
0,3,0,7,225000,112500.0,2
1,1,8,28,135000,135000.0,1
0,4,4,34,90000,90000.0,1
1,2,7,27,180000,90000.0,2
0,2,1,27,90000,90000.0,1
1,2,3,27,90000,90000.0,1
0,1,7,29,90000,90000.0,1
0,0,4,29,90000,90000.0,1
0,3,0,23,90000,90000.0,1
0,0,4,32,180000,90000.0,2
1,2,3,26,90000,90000.0,1
1,2,1,26,90000,90000.0,1
0,0,5,37,180000,90000.0,2
1,3,0,23,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,2,7,25,180000,180000.0,1
1,4,6,31,225000,225000.0,1
0,0,7,29,90000,90000.0,1
0,4,6,33,180000,90000.0,1
1,0,1,34,90000,90000.0,1
1,1,9,31,90000,90000.0,1
0,3,0,23,135000,67500.0,1
1,3,0,24,270000,90000.0,3
0,2,3,27,180000,90000.0,2
1,1,6,31,90000,90000.0,1
1,2,6,25,90000,90000.0,1
0,3,0,7,180000,90000.0,2
1,2,4,26,45000,45000.0,1
0,1,3,28,90000,90000.0,1
1,2,5,25,135000,135000.0,1
0,3,0,24,90000,90000.0,1
1,4,9,31,90000,90000.0,1
1,2,4,25,180000,180000.0,1
0,4,2,31,90000,90000.0,1
1,2,8,27,135000,67500.0,2
1,1,4,35,90000,90000.0,1
1,0,3,28,450000,90000.0,2
1,4,5,28,180000,90000.0,2
1,3,0,24,270000,270000.0,1
0,2,6,25,135000,135000.0,1
1,0,7,31,90000,90000.0,1
0,3,0,20,90000,90000.0,1
1,0,7,29,90000,90000.0,1
1,1,3,35,90000,90000.0,1
1,1,9,29,45000,45000.0,1
1,0,2,29,135000,135000.0,1
0,2,6,25,90000,90000.0,1
1,3,0,23,180000,90000.0,2
1,2,1,27,180000,90000.0,2
0,1,3,29,180000,90000.0,2
1,3,0,21,1170000,292500.0,4
0,2,9,27,45000,45000.0,1
1,2,3,27,180000,180000.0,1
0,3,0,24,90000,90000.0,1
1,2,2,26,90000,90000.0,1
1,2,6,26,180000,90000.0,2
0,3,0,24,90000,90000.0,1
1,2,2,26,180000,180000.0,1
1,3,0,21,225000,75000.0,2
0,2,3,26,45000,45000.0,1
0,4,2,30,90000,90000.0,1
1,3,0,21,675000,675000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,22,180000,90000.0,2
0,4,9,29,150000,150000.0,1
0,1,1,45,225000,75000.0,1
1,0,5,30,90000,90000.0,1
0,0,1,32,270000,90000.0,3
1,1,7,32,180000,90000.0,1
0,3,0,23,315000,157500.0,2
0,2,4,26,90000,90000.0,1
0,2,7,25,135000,135000.0,1
1,4,4,30,180000,45000.0,3
1,4,1,32,450000,90000.0,3
1,3,0,23,315000,157500.0,2
0,1,3,37,270000,90000.0,2
1,1,4,29,90000,90000.0,1
1,2,5,26,180000,180000.0,1
0,2,6,25,90000,90000.0,1
0,1,1,30,90000,90000.0,1
0,2,7,26,90000,90000.0,1
0,4,1,33,90000,90000.0,1
0,1,6,32,180000,90000.0,2
0,3,0,21,270000,270000.0,1
1,3,0,22,45000,45000.0,1
1,0,4,28,90000,90000.0,1
0,4,1,28,90000,90000.0,1
0,4,2,30,315000,315000.0,1
1,4,2,29,180000,90000.0,2
1,2,4,25,675000,168750.0,3
0,2,3,26,135000,135000.0,1
1,3,0,22,90000,90000.0,1
1,0,4,30,90000,90000.0,1
1,2,1,27,405000,101250.0,2
1,1,1,31,90000,90000.0,1
1,2,6,26,90000,90000.0,1
1,3,0,23,180000,90000.0,2
1,3,0,24,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,23,180000,90000.0,1
1,0,9,30,405000,101250.0,3
0,3,0,24,90000,90000.0,1
0,2,7,25,135000,135000.0,1
1,1,6,36,90000,90000.0,1
0,2,7,27,90000,90000.0,1
1,2,8,26,180000,90000.0,2
1,3,0,22,270000,270000.0,1
0,0,6,29,270000,90000.0,2
0,0,4,32,225000,112500.0,2
0,2,8,26,135000,135000.0,1
1,2,3,25,90000,90000.0,1
0,2,9,26,45000,45000.0,1
1,3,0,23,90000,90000.0,1
1,4,6,28,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,1,4,49,540000,180000.0,2
1,2,1,26,90000,90000.0,1
1,2,9,26,90000,90000.0,1
1,0,7,31,90000,90000.0,1
0,4,1,34,180000,90000.0,2
1,2,4,27,90000,90000.0,1
1,0,1,34,90000,90000.0,1
1,2,9,27,270000,135000.0,2
1,2,2,25,90000,90000.0,1
1,3,0,22,225000,225000.0,1
0,0,4,47,975000,162500.0,1
1,2,5,26,225000,112500.0,1
1,4,8,29,90000,90000.0,1
0,2,1,25,495000,165000.0,3
1,3,0,21,180000,90000.0,2
0,3,0,22,45000,45000.0,1
0,1,6,28,90000,90000.0,1
1,4,3,32,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,4,5,29,180000,90000.0,2
1,3,0,21,315000,157500.0,2
1,2,6,25,180000,90000.0,2
0,2,8,25,90000,90000.0,1
1,3,0,23,315000,105000.0,3
1,2,2,25,90000,90000.0,1
1,2,1,26,90000,90000.0,1
1,2,8,26,180000,90000.0,2
1,2,1,25,270000,135000.0,2
1,0,1,29,90000,90000.0,1
1,1,1,28,45000,45000.0,1
1,2,7,26,90000,90000.0,1
1,2,6,26,135000,135000.0,1
0,2,1,25,360000,180000.0,1
0,3,0,24,405000,202500.0,2
1,1,1,29,135000,135000.0,1
1,2,4,27,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,2,1,26,180000,90000.0,2
1,4,1,31,90000,90000.0,1
0,3,0,22,225000,112500.0,2
1,2,1,25,270000,90000.0,3
0,1,9,29,180000,90000.0,2
0,1,8,29,180000,90000.0,2
0,0,6,28,180000,90000.0,2
0,2,9,27,225000,112500.0,2
0,3,0,24,135000,135000.0,1
1,3,0,23,225000,112500.0,2
0,1,1,32,135000,67500.0,1
1,2,9,27,135000,135000.0,1
0,0,2,30,450000,150000.0,3
0,3,0,7,45000,45000.0,1
1,3,0,24,405000,101250.0,4
0,2,7,25,315000,105000.0,2
1,2,7,25,135000,67500.0,2
1,2,6,27,90000,90000.0,1
1,2,1,26,180000,180000.0,1
0,2,9,27,180000,180000.0,1
0,2,1,25,315000,105000.0,3
0,2,5,25,135000,67500.0,2
1,2,9,26,225000,75000.0,3
1,2,9,27,45000,45000.0,1
1,0,3,31,90000,90000.0,1
1,2,8,25,90000,90000.0,1
1,3,0,22,180000,90000.0,2
0,4,2,30,90000,90000.0,1
1,2,7,26,90000,90000.0,1
1,3,0,22,405000,101250.0,4
0,0,8,29,90000,90000.0,1
0,2,7,26,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,3,0,20,135000,135000.0,1
1,3,0,23,270000,90000.0,3
0,0,8,29,810000,202500.0,3
0,1,5,34,90000,90000.0,1
1,1,6,39,135000,67500.0,1
0,2,8,25,90000,90000.0,1
0,0,5,28,135000,135000.0,1
1,0,9,29,90000,90000.0,1
1,3,0,19,360000,180000.0,2
0,3,0,7,180000,90000.0,2
0,0,2,29,90000,90000.0,1
1,0,6,33,90000,90000.0,1
1,2,8,25,360000,180000.0,2
1,2,6,26,90000,90000.0,1
1,2,3,27,90000,90000.0,1
0,3,0,22,90000,90000.0,1
1,2,4,25,315000,157500.0,2
1,3,0,23,45000,45000.0,1
0,2,4,25,225000,112500.0,2
0,3,0,23,90000,90000.0,1
1,2,2,26,90000,90000.0,1
0,4,2,30,45000,45000.0,1
0,3,0,24,90000,90000.0,1
0,2,5,26,90000,90000.0,1
0,2,6,26,90000,90000.0,1
0,0,8,29,90000,90000.0,1
1,0,5,29,180000,90000.0,2
1,2,3,26,360000,180000.0,2
1,3,0,24,90000,90000.0,1
1,2,6,25,90000,90000.0,1
0,0,6,28,90000,90000.0,1
1,1,6,28,180000,90000.0,1
1,4,2,40,45000,45000.0,1
1,1,6,28,90000,90000.0,1
1,2,1,25,180000,60000.0,2
1,2,6,27,90000,90000.0,1
0,2,8,27,90000,90000.0,1
0,3,0,24,180000,90000.0,1
0,4,8,28,45000,45000.0,1
0,3,0,19,150000,150000.0,1
0,1,8,30,90000,90000.0,1
0,0,9,41,90000,90000.0,1
1,3,0,22,270000,90000.0,3
0,0,4,34,45000,45000.0,1
0,0,5,38,135000,135000.0,1
0,3,0,19,225000,112500.0,1
1,4,2,33,135000,135000.0,1
1,3,0,24,360000,90000.0,3
0,3,0,20,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,1,7,35,630000,315000.0,2
0,3,0,24,90000,90000.0,1
1,2,1,25,90000,90000.0,1
0,3,0,22,180000,90000.0,2
0,2,5,26,180000,180000.0,1
0,2,1,27,225000,75000.0,2
1,3,0,22,90000,90000.0,1
0,2,5,25,90000,90000.0,1
0,1,3,29,360000,180000.0,2
0,2,1,25,90000,90000.0,1
0,2,6,25,45000,45000.0,1
0,0,7,32,225000,112500.0,2
1,0,9,28,90000,90000.0,1
0,4,3,28,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,1,1,31,90000,90000.0,1
1,1,4,28,180000,90000.0,2
0,3,0,24,270000,90000.0,3
1,2,1,26,270000,90000.0,3
1,2,2,25,90000,90000.0,1
1,1,6,33,90000,90000.0,1
1,3,0,24,360000,180000.0,2
0,4,6,39,135000,135000.0,1
1,2,3,26,90000,90000.0,1
1,2,2,25,450000,90000.0,5
0,3,0,24,90000,90000.0,1
0,2,4,26,90000,90000.0,1
0,4,7,34,495000,165000.0,2
1,1,3,35,90000,90000.0,1
1,3,0,23,90000,90000.0,1
0,1,1,29,825000,275000.0,2
1,3,0,22,90000,90000.0,1
0,2,7,25,585000,97500.0,2
1,3,0,22,90000,90000.0,1
1,3,0,22,90000,90000.0,1
1,3,0,24,360000,360000.0,1
1,3,0,23,270000,90000.0,3
0,4,9,32,90000,90000.0,1
1,3,0,22,90000,90000.0,1
0,3,0,17,270000,90000.0,2
0,3,0,22,495000,495000.0,1
0,2,8,25,135000,135000.0,1
0,0,5,44,675000,225000.0,3
1,2,6,25,90000,90000.0,1
1,3,0,21,135000,135000.0,1
1,2,1,25,180000,90000.0,2
1,3,0,24,90000,90000.0,1
1,3,0,20,270000,270000.0,1
1,1,6,30,135000,135000.0,1
0,1,4,31,90000,45000.0,2
0,0,1,39,90000,90000.0,1
1,2,9,26,360000,180000.0,2
1,3,0,22,225000,112500.0,2
1,2,6,25,180000,90000.0,2
0,0,8,32,180000,180000.0,1
1,1,5,32,90000,90000.0,1
0,2,7,25,90000,90000.0,1
1,3,0,20,90000,90000.0,1
1,3,0,22,360000,180000.0,2
0,0,3,29,90000,90000.0,1
0,1,1,30,225000,225000.0,1
1,2,7,27,90000,90000.0,1
1,2,1,25,135000,67500.0,2
0,2,7,26,180000,90000.0,2
1,0,5,28,45000,45000.0,1
1,2,8,25,45000,45000.0,1
0,2,6,25,90000,90000.0,1
1,2,9,26,315000,105000.0,2
1,2,6,25,90000,90000.0,1
0,2,1,26,90000,90000.0,1
0,2,5,25,90000,90000.0,1
1,1,6,37,135000,135000.0,1
1,2,8,27,90000,90000.0,1
1,4,5,30,90000,90000.0,1
1,4,6,34,225000,225000.0,1
1,4,5,33,90000,90000.0,1
0,3,0,22,225000,112500.0,1
0,3,0,22,90000,90000.0,1
0,3,0,22,90000,90000.0,1
1,0,1,29,90000,90000.0,1
0,0,3,30,225000,112500.0,2
1,4,8,28,135000,67500.0,1
1,1,5,41,90000,90000.0,1
1,1,4,30,270000,135000.0,2
1,3,0,24,225000,112500.0,2
1,2,8,27,315000,157500.0,2
1,2,4,27,90000,90000.0,1
1,3,0,23,315000,157500.0,2
1,2,2,25,45000,45000.0,1
1,2,1,26,90000,90000.0,1
0,0,1,30,135000,135000.0,1
1,1,1,34,45000,45000.0,1
1,2,3,25,90000,90000.0,1
1,2,9,26,135000,135000.0,1
0,2,9,25,990000,247500.0,4
1,1,7,52,135000,135000.0,1
1,3,0,22,90000,90000.0,1
0,3,0,21,585000,195000.0,3
0,1,3,30,135000,135000.0,1
1,0,7,28,270000,90000.0,3
1,0,4,43,225000,112500.0,2
0,2,2,26,90000,90000.0,1
1,4,6,28,180000,180000.0,1
0,1,8,32,45000,45000.0,1
1,4,6,31,90000,90000.0,1
0,2,1,25,90000,90000.0,1
1,2,3,27,90000,90000.0,1
0,2,8,26,90000,90000.0,1
0,4,1,37,90000,90000.0,1
1,0,6,29,135000,135000.0,1
1,3,0,24,45000,45000.0,1
0,0,2,29,90000,90000.0,1
1,4,8,32,180000,90000.0,1
0,3,0,23,225000,75000.0,3
0,4,8,30,90000,90000.0,1
1,2,8,25,360000,90000.0,3
1,3,0,23,90000,90000.0,1
0,3,0,23,180000,180000.0,1
1,2,9,26,360000,120000.0,2
0,3,0,23,135000,135000.0,1
0,2,1,25,90000,90000.0,1
0,3,0,22,225000,112500.0,2
1,3,0,23,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,2,1,26,270000,135000.0,2
1,3,0,19,405000,405000.0,1
0,3,0,24,360000,90000.0,4
0,3,0,24,90000,90000.0,1
1,1,9,28,180000,90000.0,2
1,3,0,23,90000,90000.0,1
0,0,3,29,180000,180000.0,1
0,4,5,29,90000,90000.0,1
1,2,2,27,180000,90000.0,2
1,4,6,28,180000,90000.0,2
1,3,0,21,315000,105000.0,2
1,1,9,32,180000,90000.0,2
0,3,0,24,180000,90000.0,2
0,3,0,20,315000,157500.0,2
0,0,9,29,180000,90000.0,2
0,1,1,30,90000,90000.0,1
0,4,1,31,180000,90000.0,2
0,3,0,23,225000,112500.0,2
1,3,0,22,315000,105000.0,3
0,2,4,26,180000,90000.0,2
0,2,3,26,225000,112500.0,1
0,3,0,24,45000,45000.0,1
1,3,0,22,450000,112500.0,2
0,3,0,19,315000,78750.0,2
1,1,2,28,225000,225000.0,1
1,3,0,24,450000,112500.0,4
0,2,5,25,90000,90000.0,1
0,2,8,26,225000,225000.0,1
1,0,6,33,270000,90000.0,2
1,2,6,25,90000,90000.0,1
1,4,3,32,450000,112500.0,2
0,1,3,29,90000,90000.0,1
0,2,4,27,180000,90000.0,2
1,1,8,33,90000,90000.0,1
0,3,0,21,225000,225000.0,1
1,3,0,24,90000,45000.0,2
1,0,9,31,180000,90000.0,2
0,1,5,31,90000,90000.0,1
1,3,0,22,450000,450000.0,1
1,3,0,20,180000,180000.0,1
0,3,0,20,180000,180000.0,1
0,3,0,24,90000,90000.0,1
1,3,0,22,585000,146250.0,3
0,3,0,16,225000,225000.0,1
1,3,0,21,180000,180000.0,1
0,2,2,25,90000,90000.0,1
1,3,0,22,630000,157500.0,4
0,1,3,29,360000,180000.0,2
0,3,0,24,135000,67500.0,2
0,4,7,30,135000,135000.0,1
1,3,0,22,180000,180000.0,1
1,1,1,47,90000,90000.0,1
0,3,0,24,135000,135000.0,1
0,3,0,23,90000,90000.0,1
0,2,6,25,270000,90000.0,1
1,1,8,36,450000,450000.0,1
1,2,6,27,90000,90000.0,1
0,2,3,27,225000,112500.0,2
0,1,8,53,225000,225000.0,1
0,1,7,39,45000,45000.0,1
1,2,9,25,270000,90000.0,3
1,3,0,24,225000,112500.0,2
0,3,0,23,90000,90000.0,1
1,1,3,35,270000,135000.0,2
1,4,4,30,180000,180000.0,1
0,3,0,24,180000,180000.0,1
0,1,7,29,180000,180000.0,1
0,2,5,25,135000,67500.0,2
1,2,2,25,270000,90000.0,2
0,3,0,22,90000,90000.0,1
1,3,0,24,270000,90000.0,2
0,0,8,28,180000,90000.0,2
1,3,0,21,360000,90000.0,4
1,2,7,25,180000,180000.0,1
1,3,0,24,270000,90000.0,2
0,1,7,28,270000,90000.0,3
0,1,4,29,135000,135000.0,1
0,1,8,33,90000,90000.0,1
1,3,0,19,2025000,506250.0,3
0,0,8,31,45000,45000.0,1
0,2,4,27,360000,90000.0,4
1,2,7,26,495000,123750.0,2
1,2,6,25,90000,90000.0,1
0,2,2,26,225000,225000.0,1
1,2,1,25,180000,90000.0,2
0,4,2,32,90000,90000.0,1
0,2,7,27,90000,90000.0,1
1,1,6,29,180000,90000.0,2
0,2,1,27,90000,90000.0,1
1,0,7,32,90000,90000.0,1
0,2,4,25,180000,90000.0,2
0,3,0,18,540000,180000.0,1
0,4,7,31,90000,90000.0,1
0,1,6,33,90000,90000.0,1
1,4,8,28,270000,90000.0,3
0,1,9,37,180000,90000.0,2
0,2,1,27,180000,180000.0,1
0,0,2,31,90000,90000.0,1
1,3,0,18,180000,180000.0,1
0,3,0,23,90000,90000.0,1
0,0,7,33,90000,90000.0,1
1,0,1,35,90000,90000.0,1
0,4,5,32,90000,90000.0,1
0,1,6,28,135000,135000.0,1
1,3,0,23,135000,135000.0,1
0,3,0,24,45000,45000.0,1
1,1,8,30,90000,90000.0,1
0,3,0,7,90000,90000.0,1
1,3,0,24,450000,112500.0,4
0,0,2,28,135000,67500.0,2
0,3,0,24,270000,90000.0,3
0,0,8,33,45000,45000.0,1
1,2,6,25,90000,90000.0,1
1,3,0,22,360000,120000.0,2
1,0,2,30,180000,180000.0,1
0,1,5,30,180000,90000.0,2
1,4,2,29,90000,90000.0,1
1,0,1,31,90000,90000.0,1
1,4,2,32,90000,90000.0,1
0,1,5,28,90000,90000.0,1
0,2,4,27,90000,90000.0,1
0,0,2,52,135000,67500.0,2
1,2,8,25,90000,90000.0,1
0,4,4,34,90000,90000.0,1
0,3,0,24,450000,90000.0,5
1,3,0,21,270000,270000.0,1
0,4,3,32,270000,90000.0,3
1,4,8,32,90000,90000.0,1
1,3,0,21,180000,180000.0,1
0,3,0,22,360000,120000.0,3
0,4,2,28,270000,90000.0,3
1,1,8,28,315000,105000.0,3
1,3,0,22,90000,90000.0,1
0,3,0,23,270000,90000.0,3
1,1,7,32,90000,90000.0,1
1,4,7,35,270000,135000.0,2
0,2,1,25,225000,75000.0,3
1,0,2,29,825000,165000.0,2
1,1,6,40,315000,315000.0,1
1,3,0,18,180000,90000.0,1
1,2,7,26,90000,90000.0,1
0,0,1,35,90000,90000.0,1
1,4,3,29,90000,90000.0,1
0,3,0,22,90000,90000.0,1
1,0,6,32,450000,150000.0,1
0,2,5,27,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,2,3,26,90000,90000.0,1
1,4,9,35,90000,90000.0,1
0,2,9,26,90000,90000.0,1
0,3,0,24,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,1,3,28,90000,90000.0,1
1,0,9,31,90000,90000.0,1
1,3,0,23,135000,67500.0,2
0,2,4,25,135000,135000.0,1
1,2,6,27,135000,135000.0,1
1,0,1,47,90000,90000.0,1
0,0,1,31,180000,90000.0,2
0,1,3,35,180000,90000.0,2
0,1,9,32,90000,90000.0,1
0,0,2,30,180000,180000.0,1
1,4,3,30,225000,112500.0,2
0,4,3,29,450000,225000.0,2
1,1,4,28,180000,180000.0,1
0,2,5,26,90000,90000.0,1
0,2,9,25,180000,180000.0,1
1,3,0,21,270000,135000.0,2
1,0,4,30,90000,90000.0,1
1,2,2,26,315000,315000.0,1
